cbo_name,parent_organization,activity_type,activity_type_other,date_of_activity,activity_end_date,advertising_end_date,total_number_of_alert_sign_ups,total_people_spoken_to,City,address,description,total_number_of_houses,how_assisted,total_number_assisted,event_name,audience_details,education_grade,activity_total_material_dist,activity_collateral_dtls,activity_social_media_chan,total_number_nudgedalerted,total_number_of_calls,total_number_of_pledge_cards,total_number_of_impressions,impression_data_accuracy_confid,total_htc_of_impressions,htc_data_accuracy_confidence,immigrants_refugees,middle_eastern_and_north_africa,homeless_individuals_and_famili,farmworkers,veterans,latinos,asian_americans_pacific_islande,african_americans,native_americans_tribal_communi,children_ages_0_5,lesbian_gay_bisexual_transgende,limited_english_proficient_indi,people_with_disabilities,seniorsolder_adults,low_broadband_subscription_rate,htc_breakdown_data_confidence,lang_arabic,lang_armenian,lang_assyrian_neo_aramaic,lang_cantonese,lang_chaldean_neo_aramaic,lang_chinese,lang_farsi,lang_filipino,lang_hindi,lang_hmong,lang_iu_mien,lang_japanese,lang_khmer,lang_korean,lang_mandarin,lang_min_nan_chinese,lang_portuguese,lang_punjabi,lang_russian,lang_spanish,lang_tagalog,lang_telugu,lang_thai,lang_ukrainian,lang_vietnamese,lang_other_info,lang_breakdown_data_confidence,funding_state_allocated,funding_county_direct,funding_acbo_direct,funding_foundation,funding_private,funding_volunteer_hours,qac_total_had_info_no_census,qac_total_completed_pc,qac_total_completed_phone,qac_total_completed_uscb_phone
The Cambodian Family ,Charitable Ventures,social_media,,4/3/2020,,,,,Santa Ana,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,114,exact,85,very_high,96,,,,,,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
The Cambodian Family ,Charitable Ventures,social_media,,4/7/2020,,,,,Santa Ana,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,52,exact,85,very_high,44,,,,,,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
The Cambodian Family ,Charitable Ventures,social_media,,4/9/2020,,,,,Santa Ana,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,83,exact,85,very_high,71,,,,,,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
The Cambodian Family ,Charitable Ventures,social_media,,4/10/2020,,,,,Santa Ana,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,112,exact,85,very_high,95,,,,,,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
The Cambodian Family,Charitable Ventures,social_media,,4/30/2020,,,,,,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,494,exact,85,very_high,420,,,,,,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
The Cambodian Family,Charitable Ventures,social_media,,5/3/2020,,,,,Santa Ana,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,118,exact,85,very_high,100,,,,,,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
The Cambodian Family,Charitable Ventures,social_media,,5/20/2020,,,,,Santa Ana,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,115,exact,85,very_high,98,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Cambodian Family,Charitable Ventures,social_media,,5/22/2020,,,,,Santa Ana,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,109,exact,85,very_high,93,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Cambodian Family,Charitable Ventures,social_media,social media post,2/2/2020,,,,,Santa Ana,"1626 e. 4th street, santa ana,   ca 92701",Social Media Post - Lunar New Years,,,,,,,,,,,,,127,exact,70,high,100,,,,,,100,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charitable Ventures,The Cambodian Family Community Center,social_media,,4/15/2020,,,,,Santa Ana,"1626 east 4th street, santa ana 92701",,,,,,,,,,,,,,107,exact,85,very_high,91,,,,,,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,5/20/2020,,,,,,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,2150,high,90,very_high,1935,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charitable Ventures,The Cambodian Family Community Center,social_media,,4/16/2020,,,,,Santa Ana,"1626 east 4th street, santa ana 92701",,,,,,,,,,,,,,87,exact,85,very_high,74,,,,,,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,6/7/2020,,,,,,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,2150,high,90,very_high,1935,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
Charitable Ventures,The Cambodian Family Community Center,social_media,,4/17/2020,,,,,Santa Ana,"1626 east 4th street, santa ana 92701",,,,,,,,,,,,,,105,exact,85,very_high,89,,,,,,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charitable Ventures,The Cambodian Family Community Center,social_media,,4/18/2020,,,,,Santa Ana,"1626 east 4th street, santa ana 92701",,,,,,,,,,,,,,105,exact,85,very_high,89,,,,,,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AASCSC,Charitable Ventures,media_other,News article,6/7/2020,,,,,,statewide,,,,,,,,,,,,,,30000,medium,100,very_high,30000,,,,,,,30000,,,,15000,,15000,,medium,,,,15000,,30000,,,,,,,,,25000,,,,,,,,,,,,high,,,,,,,,,,
AASCSC,Charitable Ventures,social_media,,4/8/2020,,,,,Santa Ana,"333 w santa ana blvd, santa ana 92701",,,,,,,,,,,,,,600,medium,80,medium,300,,,,60,200,200,,,,,,,,,medium,,,,,,50,,,,,,,,,,,,,,100,,,,,100,,medium,,,,,,,,,,
AASCSC,Charitable Ventures,social_media,facebook share,3/19/2020,,,,,Santa Ana,850 n. birch street santa ana 92701,,,,,,,,,,,,,,25,very_high,100,very_high,25,,,,,,25,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,
CAP OC ,Charitable Ventures,collateral,,3/24/2020,,,,,,"1725 w. 17th st., room 101 santa ana 92706",,,,,,,,,First 5: Diaper Bank,,,,,600,exact,100,high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,low,,,,,,,,,,
AASCSC,Charitable Ventures,social_media,facebook share,3/23/2020,,,,,Santa Ana,850 n. birch street santa ana 92701,,,,,,,,,,,,,,25,very_high,100,very_high,23,,,,,,23,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,
AASCSC,Charitable Ventures,social_media,,4/1/2020,,,,,Santa Ana,850 n. birch street santa ana 92701,,,,,,,,,,,,,,100,high,90,high,50,,,,,5,90,,,,,20,,20,,high,,,,6,,90,,,,,,,,,80,20,,,,5,,,,,,10,high,,,,,,,,,,
CAP OC,Charitable Ventures,collateral,,6/16/2020,,,,,,"115 e alton ave, santa ana 92707",,,,,,,,,,,,,,900,exact,100,high,,,,,,,,,,900,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Access California Services,Charitable Ventures,flyers,AccessCal hosted World Refugee Day and conducted a drive thru parade.  AccessCal distributed its Census informational postcards in different languages for the refugee population in Orange County,6/26/2020,6/26/2020,,,,,"631 s. brookhurst st. suite 107, anaheim 92804",,,,,,,,,,,,,,350,high,100,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AASCSC,Charitable Ventures,social_media,,4/16/2020,,,,,Santa Ana,850 n. birch street santa ana 92701,,,,,,,,,,,,,,100,high,90,high,50,,,,,5,90,,,,,20,,20,,high,,,,6,,90,,,,,,,,,80,20,,,,5,,,,,,10,high,,,,,,,,,,
OC Herald Center,Charitable Ventures,other,OCHC HYE PTA,4/15/2020,,,,,,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,170,,100,medium,,,,,,,170,,,,,,,,,high,,,,,,170,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,
The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,5/22/2020,,,,,,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,2150,high,90,very_high,1935,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KCS,Charitable Ventures,speaking_engagement,Alumni Association Seminar,2/5/2020,,,,,Anaheim,"1681 w. broadway, anaheim, ca 92802",,,Speaker explained the importance and how to participate in 2020Census,,OC & LA Baptist Theological Alumni Association Seminar,Korean congregation & alumni of So Cal Baptist Theological Seminary,,35,,,,,,30,very_high,100,very_high,30,,,,,,30,,,,,20,,15,,very_high,,,,,,,,,,,,,,30,,,,,,,,,,,,,high,,,,,,,,,,
KCS,Charitable Ventures,speaking_engagement,,1/8/2020,,,,,Anaheim,2524 w. lincoln ave. anaheim ca 92801,Jennifer Lee spoke at this event about 2020 Census,,,,Korean American Chamber of Commerce of Orange County 2020 KickOff Lunch,,,50,,,,,,50,high,100,high,50,,,,,,50,,,,,,,,,very_high,,,,,,,,,,,,,,50,,,,,,,,,,,,,exact,,,,,,,,,,
OCAPICA,Charitable Ventures,speaking_engagement,,4/22/2020,,,,,Anaheim,"301 n gilbert st, anaheim, ca 92801",,,,,,,,,,,,,,27,medium,100,medium,,,,,,15,6,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange County United Way,Charitable Ventures,speaking_engagement,,2/12/2020,,,,20,Anaheim,"40 w guinida ln, anaheim, ca 92805", Parents -Worshop,,Person,20,Parents Workshop,Parents,,20,Census 2020-What You Need To Know-Spanish,,,,,25,very_high,100,very_high,20,,,,,20,,,,5,,20,,,,very_high,,,,,,,,,,,,,,,,,,,,25,,,,,,,exact,YES,NO,NO,NO,NO,,,,,
KCS,Charitable Ventures,speaking_engagement,,3/7/2020,,,,,Anaheim,"412 n crescent way anaheim, ca 92801",,,,,7 PM Mass,Korean Catholic congregation,,187,,,,,,187,exact,100,exact,187,,,,,,187,,,,,50,,60,,high,,,,,,,,,,,,,,187,,,,,,,,,,,,,exact,,,,,,,,,,
CAP OC ,Charitable Ventures,speaking_engagement,,2/25/2020,,,,,Brea,"1 civic center cir # 1, brea, ca 92821",,,,,,,,,,,,,,65,high,100,high,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,
Boys & Girls Clubs of Garden Grove,Charitable Ventures,speaking_engagement,,4/6/2020,4/10/2020,,,33,Garden Grove,"10540 chapman ave., garden grove, ca 92840",,,,,,,,,,,,,,33,high,78,high,,,,,,18,10,,,33,,5,,,33,high,,,,,,,,,,,,,,,,,,,,2,,,,,9,,high,NO,NO,YES,NO,YES,2,,,,
Boys & Girls Clubs of Garden Grove,Charitable Ventures,speaking_engagement,,4/13/2020,4/24/2020,,,,Garden Grove,"10540 chapman avenue, garden grove, ca 92840",,,,,,,,,,,,,,75,high,100,high,,,,,,43,24,,,71,,12,,,59,medium,,,,,,,,,,,,,,,,,,,,5,,,,,7,63,high,NO,NO,YES,NO,YES,,,,,
Boys & Girls Clubs of Garden Grove,Charitable Ventures,speaking_engagement,,4/27/2020,5/1/2020,,,,Garden Grove,"10540 chapman avenue, garden grove, ca 92840",,,,,,,,,,,,,,66,high,100,high,,,,,,38,20,,,66,,11,,,20,medium,,,,,,,,,,,,,,,,,,,,4,,,,,6,56,high,NO,NO,YES,NO,YES,,,,,
Boys & Girls Clubs of Garden Grove,Charitable Ventures,speaking_engagement,,4/8/2020,,,,,Garden Grove,"10861 acacia parkway, garden grove ca 92840",,,,,Clementine Distribution ,,,52,Flyers,,,,,52,high,100,high,,,,,,34,2,,,,,,,,52,medium,,,,,,,,,,,,,,,,,,,,34,,,,,2,16,high,NO,NO,YES,NO,YES,2,,,,
CAP OC ,Charitable Ventures,speaking_engagement,,3/9/2020,,,,,Garden Grove,"11870 monarch st, garden grove, ca 92841",,,,,,,,,,,,,,80,high,100,high,,,,,,,,,,,,80,,,,high,,,,,,,,,,,,,,,,,,,,80,,,,,,,high,,,,,,,,,,
CAP OC ,Charitable Ventures,speaking_engagement,,3/11/2020,,,,,Garden Grove,"11870 monarch st, garden grove, ca 92841",,,,,,,,,,,,,,40,high,100,high,,,,,,,,,,,,40,,,,high,,,,,,,,,,,,,,,,,,,,40,,,,,,,high,,,,,,,,,,
Boys & Girls Clubs of Garden Grove,Charitable Ventures,speaking_engagement,,3/9/2020,3/13/2020,,,,Garden Grove,"12721 magnolia st, ""a"" garden grove, ca 92840",,,,,,BGCGG Families,,,,,,,,68,high,93,high,,,,,,54,7,,,,,,,,55,medium,,,,,,,,,,,,,,,,,,,,21,,,,,20,27,high,,,,,,,,,,
CAIR-LA,Charitable Ventures,webinar,Census Live Run Through (Facebook Webinar),4/17/2020,4/17/2020,,,1700,,statewide,"Webinar with CAIR-California Representatives going through the Census survey, providing guidance, and answering questions from participants, and addressing issues/concerns re: confidentiality, race/ethnicity, household.",,,,,,Varies,,,"Facebook, Zoom, Instagram",,,,1700,very_high,95,high,500,700,,,,,,,,,,800,,,,very_low,400,,,,,,200,,400,,,,,,,,,,,,,,,,,,very_low,,,,,,,,,,
Community Health Initiative of Orange County ,Charitable Ventures,booths,Clinic at the Park Higher ground youth and Family Services,2/8/2020,,,,,,1535 e. broadway anaheim ca 92805,Clinic at the Park event ,,,,,,,221,flyer distribution,,,,,221,high,100,high,,,,,,2,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,low,yes,no,no,no,no,,,,,
Orange County Labor Federation,Charitable Ventures,advertising,Facebook announcement of member taking the pledge for Census 2020,2/25/2020,,,,,,"8530 stanton ave, buena park, 90620",,,,,,,,,,,,,,1180,high,70,high,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,
OCAPICA,Charitable Ventures,speaking_engagement,AAPIphany,3/13/2020,,,,,Garden Grove,"12901 s euclid st, garden grove, ca 92840",,,,,,,,,,,,,,50,high,100,high,25,,,,,10,40,,,,,,,,10,high,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
OCAPICA,Charitable Ventures,speaking_engagement,,7/6/2020,,,,,Garden Grove,"12912 brookhurst st, garden grove, ca 92840",,,,,,,,,,,,,,30,high,100,high,,,,,,,30,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boys & Girls Clubs of Garden Grove,Charitable Ventures,speaking_engagement,,3/9/2020,3/13/2020,,,,Garden Grove,"13645 clinton st., garden grove, ca 92843",,,,,,BGCGG Families,,,,,,,,80,high,93,high,,,,,,63,6,,,,,,,,64,medium,,,,,,,,,,,,,,,,,,,,24,,,,,7,49,high,,,,,,,,,,
Boys & Girls Clubs of Garden Grove,Charitable Ventures,speaking_engagement,,3/9/2020,3/13/2020,,,,Garden Grove,"6202 cerulean ave., bldg. e, garden grove, ca 92845",,,,,,BGCGG Families,,,,,,,,225,high,93,high,,,,,,174,21,,,,,,,,177,medium,,,,,,,,,,,,,,,,,,,,68,,,,,7,150,high,,,,,,,,,,
CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,915 e. chestnut ave santa ana 92701,,,,,,,,,,,,,,200,exact,100,high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,100,,,,,,,high,,,,,,,,,,
Boys & Girls Clubs of Garden Grove,Charitable Ventures,speaking_engagement,,3/9/2020,3/13/2020,,,,Garden Grove,"9860 larson ave., garden grove, ca 92844",,,,,,BGCGG Families,,,,,,,,213,high,93,high,,,,,,165,20,,,,,,,,169,medium,,,,,,,,,,,,,,,,,,,,64,,,,,47,102,high,,,,,,,,,,
Orange County Labor Federation,Charitable Ventures,speaking_engagement,Distribute Census information ,2/20/2020,,,,,Irvine,"18500 van karmen ave, irvine, ca 92612",,,,,,,,,,,,,,134,very_high,90,very_high,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,
OC Herald Center,Chinese Christian Herald Crusades Los Angeles,curriculum,Herald Monthly Vol.33 No. 3 March 2020,3/1/2020,,,,,,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,7000,medium,100,exact,,,,,,,7000,,,,,,,,,exact,,,,,,7000,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,4/9/2020,,,,,,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,2150,high,90,very_high,1935,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,4/20/2020,,,,,,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,2150,high,90,very_high,1935,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,6/2/2020,,,,,,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,2150,high,90,very_high,1935,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,5/23/2020,,,,,,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,2150,high,90,very_high,1935,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,5/2/2020,,,,,,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,2150,high,90,very_high,1935,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
Latino Health Access,Charitable Ventures,media_other,Educational messages via a loudspeaker from LHA Infomovil - a van that drives to supermarkets and food distribution events and educates people via messages thru a loudspeaker.,4/3/2020,,,,,,"409 e 4th st, santa ana 92701",At Northgate Supermarket,,,,,,,,,,,,,38,high,100,high,,,,,,,,,,,,,,,,very_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,4/10/2020,,,,,,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,2150,high,90,very_high,1935,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,5/28/2020,,,,,,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,2150,high,90,very_high,1935,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,4/27/2020,,,,,,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,2150,high,90,very_high,1935,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,4/22/2020,,,,,,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,2150,high,90,very_high,1935,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
Orange County Labor Federation,Charitable Ventures,speaking_engagement,Distribute Census information ,2/19/2020,,,,,Irvine,"2020 main st, irvine, ca, 92614",,,,,,,,,,,,,,82,very_high,90,very_high,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,
The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,4/28/2020,,,,,,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,2150,high,90,very_high,1935,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
AASCSC,Charitable Ventures,speaking_engagement,,2/16/2020,,,,,Orange,"1 university dr, orange",,,,,,,,,,,,,,200,very_high,100,exact,200,,,,,,200,,,,,200,,100,,exact,,,,50,,200,,,,,,,,,200,50,,,,,,,,,,50,very_high,,,,,,,,,,
Orange County Labor Federation,Charitable Ventures,speaking_engagement,Census 101 and Q&A,2/26/2020,,,,,Orange,"140 s marks way, orange, ca 92868",,,,,,,,,,,,,,129,very_high,90,high,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,
Orange County Labor Federation,Charitable Ventures,speaking_engagement,Census Presenation in the afternoon for parents at Lincoln Elementary.,3/10/2020,,,,,Santa Ana,"425 s. sullivan st. santa ana, ca 92704",,,,,,,,,,,,,,31,very_high,95,very_high,,,,,,31,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,
Orange County Labor Federation,Charitable Ventures,speaking_engagement,Census Presenation in the morning for parents at Lincoln Elementary.,3/10/2020,,,,,Santa Ana,"425 s. sullivan st. santa ana, ca 92704",,,,,,,,,,,,,,53,very_high,95,very_high,,,,,,52,,,,,,,,,,very_high,1,,,,,,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,
OCAPICA,Charitable Ventures,training_delivery,,7/13/2020,,,,,Garden Grove,"12912 brookhurst st, garden grove, ca 92840",,,,,,,,,,,,,,25,high,100,high,,5,,,,5,15,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCAPICA,Charitable Ventures,training_delivery,,7/30/2020,,,,,Garden Grove,"12912 brookhurst st, garden grove, ca 92840",,,,,,,,,,,,,,1500,high,100,high,,,,,,,1500,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Southland Integrated Services, Inc. ",Charitable Ventures,training_delivery,tutorial census form training,2/28/2020,2/28/2020,,,,Garden Grove,"9862 chapman ave garden grove, ca 92840",,,,,,,,,,,,,,48,exact,70,high,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,3,2,,,,43,,high,,,,,,,,,,
OC Herald Center,Charitable Ventures,training_delivery,Youth in Action Census video competition,5/30/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,66,exact,100,exact,,,,,,,66,,,,,,,,,exact,,,,,,66,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
Community Health Initiative of Orange County ,Charitable Ventures,booths,Outreach event at Walter Knott,2/20/2020,,,,,,7300 la palma ave buena park ca 90620,Outreach event,,,,,,,25,flyer distribution,,,,,25,high,100,high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,low,,,,,,,,,,
CAP OC,Charitable Ventures,collateral,,8/12/2020,,,,,,"505 e commonwealth ave, fullerton 92832",,,,,,,,,,,,,,218,exact,100,high,,,,,,,,,,218,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC Herald Center,Charitable Ventures,training_delivery,YIA training,2/15/2020,2/15/2020,,,45,Irvine,"bread of life great park church, 2 faraday, irvine, ca 92618",,,,,,,,,,,,,,45,exact,100,exact,,,,,,,45,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
Access California Services,Charitable Ventures,flyers,flyers through constant contact,5/12/2020,5/12/2020,,,,,"631 s. brookhurst st. suite 107, anaheim 92804","Census education flyers were emailed to our subscribers.  Flyers were in 6 different languages: English, Urdu, Pashto, Farsi, Arabic, and Spanish",,,,,,,,,,,,,1271,high,80,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAP OC,Charitable Ventures,phone_banking,,5/1/2020,5/31/2020,,,,,"10841 garza ave, anaheim 92804",,,,,,,,,,,,,,250,exact,100,high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,low,,,,,,,,,,
Orange County Labor Federation,Charitable Ventures,education_forum,Information on Census and Q&A,2/19/2020,,,,,,"140 s marks way, orange, ca 92868",,,,,,,,,,,,,,278,high,70,high,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,
OCAPICA,Charitable Ventures,training_delivery,,9/9/2020,,,,,Santa Ana,"1530 w 17th st, santa ana, ca 92706",,,,,,,,,,,,,,30,medium,100,high,20,,,,,5,25,3,2,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCAPICA,Charitable Ventures,training_delivery,,9/23/2020,,,,,Santa Ana,"1530 w 17th st, santa ana, ca 92706",,,,,,,,,,,,,,30,medium,100,high,20,,,,,5,25,3,2,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The LGBTQ Center OC,Charitable Ventures,nudgealert,email-blast,4/4/2020,,,,,,"1605 n. spurgeon street, santa ana 92701","Email blast was sent out to our members that spoke about various topics, and one of them was the Census.",,,,,,,,,Email blast,,,,2654,medium,70,medium,,,,,,,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,low,,,,,,,,,,
VietRISE,Charitable Ventures,training_delivery,Vietnamese Student Association Census Webinar,3/31/2020,3/31/2020,,,59,Westminster,"14351 euclid st. #1m, westminster, ca 92843",,,,,,,,,,,,,,59,exact,100,exact,,,,,,,59,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
OCAPICA,Charitable Ventures,webinar,,5/14/2020,,,,,Anaheim,515 n state college blvd. anaheim 92806,,,,,,,,,,,,,,2500,high,100,high,,,,,,,2500,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCAPICA,Charitable Ventures,webinar,,5/21/2020,,,,,Anaheim,515 n state college blvd. anaheim 92806,,,,,,,,,,,,,,2500,high,100,high,,,,,,,2500,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCAPICA,Charitable Ventures,webinar,,5/28/2020,,,,,Anaheim,515 n state college blvd. anaheim 92806,,,,,,,,,,,,,,2500,high,100,high,,,,,,,2500,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCAPICA,Charitable Ventures,webinar,,6/4/2020,,,,,Anaheim,515 n state college blvd. anaheim 92806,,,,,,,,,,,,,,2500,high,100,high,,,,,,,2500,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCAPICA,Charitable Ventures,webinar,,6/11/2020,,,,,Anaheim,515 n state college blvd. anaheim 92806,,,,,,,,,,,,,,2500,high,100,high,,,,,,,2500,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
